"Density","Momentum:0","Momentum:1","Momentum:2","StagnationEnergy","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.0045,2.9567,0.0019623,0.0028581,6.1567,0.15171,0.0012004,0.0020374,-0.0058962,0.00025189,0.0011961,0.0012111,-0.60475,-0.79642,-2.6217,1.1754,2.0657
1.0089,2.9737,-0.0010862,0.0050923,6.1877,0.30795,-0.0018532,-0.047504,0.017105,0.0002042,-0.0018066,0.0012108,-0.60471,-0.79645,-2.1597,1.1757,2.0662
1.0125,2.9848,-0.0020164,0.008494,6.2132,0.44231,0.0045366,-0.046013,-0.022195,0.00038545,0.0045046,0.0021552,-0.60485,-0.79633,-1.7602,1.1752,2.0672
1.0046,2.9531,0.010393,0.0085891,6.164,0.55771,-0.00094941,0.0025659,-0.018003,0.00058808,-0.00099273,0.002764,-0.60501,-0.79621,-1.4157,1.1757,2.0682
1.028,3.0249,-0.012497,0.010109,6.2864,0.67593,0.001394,0.018599,0.18734,0.00064427,0.0019432,0.001346,-0.60506,-0.79618,-1.0666,1.1756,2.0693
1.0141,2.9871,-0.0034471,0.010496,6.2184,0.73664,0.0054807,-0.03196,0.0036291,0.00087113,0.0055303,0.0027553,-0.60524,-0.79604,-0.88293,1.1749,2.0699
1.0153,3.0045,0.016202,0.012658,6.2651,0.82963,-0.0023889,0.0069386,-0.45563,0.00092968,-0.004271,0.0054196,-0.60527,-0.796,-0.60519,1.1759,2.0709
1.0015,2.9554,0.0047826,0.015516,6.172,0.87801,0.030252,-0.19872,-0.8008,0.0014487,0.025726,0.0084968,-0.60567,-0.79567,-0.4598,1.1764,2.0716
1.1875,3.2112,0.17257,0.021902,6.9684,0.96373,-0.023678,-0.37859,4.3396,0.001934,-0.014404,0.032866,-0.60541,-0.79523,-0.20653,1.1794,2.073
1.3872,3.437,0.36392,0.032786,7.871,0.98474,-0.06566,-0.27111,5.2695,0.0013218,-0.043852,0.075887,-0.60151,-0.79525,-0.13916,1.1847,2.0735
1.6588,3.6588,0.7104,0.042676,9.1797,1.0089,-0.1484,-0.21414,7.3184,-0.00045138,-0.10269,0.12311,-0.59289,-0.79581,-0.056456,1.197,2.0744
1.9265,3.8616,1.0901,0.043449,10.531,1.0293,-0.27857,-0.31683,8.5292,-0.0041657,-0.2618,0.16965,-0.57898,-0.7975,0.017433,1.2145,2.0753
2.1596,4.0328,1.4319,0.041704,11.733,1.0455,-0.32185,-0.74768,9.2364,-0.010016,-0.46343,0.20769,-0.56206,-0.8006,0.079099,1.2342,2.076
2.4052,4.2007,1.7818,0.046116,13.004,1.0615,-0.42672,-1.0967,8.981,-0.019607,-0.73027,0.2367,-0.54257,-0.80597,0.14314,1.2592,2.0766
2.6472,4.4099,2.0795,0.05872,14.189,1.0792,-0.3451,-1.2254,7.0539,-0.032685,-0.74978,0.25397,-0.52334,-0.8134,0.21671,1.2922,2.0775
2.7768,4.6471,2.2686,0.080177,14.82,1.1002,-0.061999,-1.0987,2.3227,-0.045832,-0.50164,0.26106,-0.50806,-0.82081,0.30905,1.3365,2.0789
2.8593,4.7636,2.3859,0.092782,15.244,1.1098,0.028995,-0.84269,0.53643,-0.049882,-0.34206,0.26731,-0.50126,-0.82297,0.35358,1.3585,2.0798
2.966,4.8597,2.5353,0.10203,15.804,1.1203,0.066339,-0.77989,0.51024,-0.053224,-0.29236,0.27453,-0.49448,-0.82469,0.40359,1.384,2.0808
3.0175,4.9199,2.6431,0.11098,16.12,1.1284,0.14434,-0.7633,-2.4875,-0.055553,-0.28346,0.28039,-0.48921,-0.82586,0.44275,1.4048,2.0816
2.9703,4.9206,2.6379,0.12027,15.962,1.1361,0.12613,-0.73908,2.3405,-0.057367,-0.18758,0.2795,-0.48799,-0.82689,0.4806,1.4252,2.0825
2.8356,4.862,2.507,0.12005,15.365,1.1434,0.17425,-0.52458,-1.0429,-0.058438,-0.1084,0.2732,-0.49028,-0.82764,0.51637,1.444,2.0834
2.6981,4.8097,2.3799,0.12214,14.765,1.1542,0.23919,-0.40271,-3.4308,-0.059255,-0.042298,0.26515,-0.49359,-0.82829,0.56929,1.4707,2.0847
2.6036,4.7584,2.2713,0.11825,14.347,1.1645,0.19863,-0.42842,-3.4706,-0.059897,-0.083105,0.25871,-0.49613,-0.82881,0.61876,1.4947,2.086
2.5634,4.7404,2.2386,0.11594,14.196,1.1738,0.20784,-0.065407,-4.8494,-0.060038,0.052742,0.25491,-0.49781,-0.82898,0.6631,1.5158,2.0871
2.4967,4.7187,2.2036,0.11468,13.957,1.1927,0.2377,0.098353,-5.0843,-0.058171,0.14499,0.24535,-0.50391,-0.82818,0.75278,1.5577,2.0892
2.1906,4.5321,1.7014,0.12093,12.387,1.2426,0.10073,-0.17969,-5.7166,-0.057338,-0.11161,0.21847,-0.51576,-0.82841,0.99165,1.66,2.0952
1.9464,4.2773,1.3008,0.12631,11.067,1.3014,0.068195,-0.1245,-5.4262,-0.064277,-0.12424,0.1888,-0.51996,-0.83307,1.2619,1.75,2.103
1.8925,4.2156,1.2298,0.12438,10.796,1.315,0.04837,-0.1052,-4.804,-0.065933,-0.11904,0.17,-0.52409,-0.83452,1.3202,1.7674,2.1048
1.6467,3.8604,0.85575,0.11183,9.4526,1.3849,0.007305,0.033882,-3.051,-0.072598,-0.071791,0.14345,-0.52503,-0.83891,1.617,1.8446,2.1135
1.4565,3.5597,0.57271,0.096088,8.4051,1.4684,0.081159,-0.068772,-2.6338,-0.075638,-0.00098806,0.11568,-0.52802,-0.84132,1.9412,1.9075,2.1225
1.423,3.5018,0.5285,0.091418,8.2213,1.4908,0.067605,-0.031258,-3.0168,-0.075824,-0.015686,0.097201,-0.53077,-0.84192,2.0208,1.9198,2.1246
1.2852,3.2404,0.36639,0.063575,7.4616,1.5982,-0.0017696,0.12424,-2.4166,-0.078543,-0.034905,0.081889,-0.53049,-0.84372,2.3981,1.9706,2.1333
1.2479,3.1706,0.32063,0.056519,7.2551,1.6265,-0.012364,0.1519,-1.8815,-0.079466,-0.030382,0.065093,-0.53152,-0.84454,2.4898,1.9803,2.135
1.1407,2.9676,0.21731,0.025353,6.6822,1.7631,0.0058345,0.20997,-1.4966,-0.080968,0.0084009,0.045228,-0.53193,-0.84558,2.9235,2.0186,2.1407
1.0293,2.7339,0.12111,-0.015633,6.0655,1.9095,0.0078705,0.40272,-1.1298,-0.078002,0.032139,0.016448,-0.53604,-0.84403,3.3582,2.0434,2.1418
0.90047,2.4418,0.028751,-0.077383,5.338,2.098,-0.010046,0.67131,-1.0453,-0.072053,0.030968,-0.012918,-0.54193,-0.84032,3.8738,2.0583,2.1325
0.86876,2.3693,0.0071271,-0.093864,5.1583,2.1576,-0.012979,0.66387,-0.84226,-0.070462,0.022368,-0.035319,-0.54344,-0.8387,4.0194,2.0593,2.1273
0.81141,2.2336,-0.014611,-0.14374,4.8275,2.4237,0.003356,0.43276,-0.36107,-0.064331,0.023711,-0.053555,-0.54855,-0.8344,4.6495,2.0581,2.0946
0.7901,2.1833,-0.021923,-0.16335,4.7044,2.5455,0.093002,-0.12866,-0.13973,-0.056531,0.10445,-0.064952,-0.55495,-0.82934,4.9213,2.0559,2.0757
0.80662,2.2192,-0.0069558,-0.14817,4.7985,2.827,0.088719,-0.41991,-0.0019604,-0.02916,0.089965,-0.054557,-0.57756,-0.81452,5.536,2.0506,2.0293
0.85372,2.3239,0.023076,-0.10108,5.0685,3.1773,0.04865,-0.42455,-0.13598,-0.0045937,0.050298,-0.030705,-0.59736,-0.80139,6.3139,2.0534,1.9865
0.88454,2.4022,0.040398,-0.070516,5.2512,3.5122,0.035722,-0.38495,-0.19488,0.0096816,0.034949,-0.012884,-0.60851,-0.79344,7.0924,2.0645,1.9593
0.91192,2.4825,0.053264,-0.042705,5.4205,3.9278,0.032915,-0.36378,-0.17023,0.022766,0.028028,-0.0011272,-0.61863,-0.78569,8.0907,2.0837,1.9361
0.92172,2.5177,0.056166,-0.023712,5.4853,4.3299,0.041499,-0.30065,-0.21459,0.035802,0.036802,0.0066837,-0.62864,-0.77767,9.0891,2.1062,1.9236
0.9205,2.5254,0.053649,-0.0065006,5.4849,4.8431,0.0618,-0.20671,-0.3024,0.060171,0.058173,0.011609,-0.6473,-0.76214,10.381,2.1342,1.9158
0.92182,2.5345,0.054319,0.0031194,5.4964,5.3547,0.072587,-0.1447,-0.34431,0.092716,0.069046,0.015071,-0.67169,-0.74068,11.673,2.1616,1.916
0.92571,2.5468,0.057322,0.0047374,5.5209,6.0178,0.075169,-0.14706,-0.34408,0.13921,0.071201,0.015821,-0.70538,-0.70865,13.354,2.1985,1.9186
1.0066,2.969,-0.00044048,0.0042681,6.1789,0,-0.0029904,-0.014688,0.0046012,0,-0.0029816,-0.0012432,0.55456,0.83214,-3.3152,1.3629,2.0805
1.0062,2.9653,0.00061939,0.0039397,6.1726,0.18567,0.0015396,-0.0018204,-0.0091706,-0.00013504,0.001527,-0.0012432,0.55445,0.83222,-2.7639,1.3628,2.0814
1.0042,2.955,0.003073,0.0025298,6.1531,0.34145,-0.0043471,-0.023383,0.019563,-0.00035529,-0.0043547,-0.0012528,0.55426,0.83234,-2.302,1.3632,2.0818
1.0131,2.988,-0.0042803,0.0072049,6.2151,0.47666,-0.0020817,-0.063011,0.020733,-0.00078094,-0.0019415,-0.0012594,0.55391,0.83258,-1.9024,1.3632,2.0825
1.0145,2.9925,-0.0046852,0.0086638,6.2258,0.53377,0.0043318,-0.054958,-0.024397,-0.00071224,0.0043472,-0.0020049,0.55397,0.83254,-1.7318,1.3628,2.0829
1.0051,2.9575,0.0082053,0.0088398,6.1674,0.65044,0.00025212,-0.027936,-0.0073914,-0.00044975,0.00015252,-0.0035811,0.55418,0.83239,-1.3826,1.363,2.084
1.0028,2.9499,0.012318,0.0087866,6.155,0.68402,-0.0018843,-0.022625,-0.090456,-0.00048493,-0.0022482,-0.0036808,0.55415,0.83241,-1.2833,1.3634,2.0843
1.0192,2.9945,-0.0091931,0.0097886,6.2304,0.79037,0.0028975,0.00074126,0.092015,-0.00043453,0.0031959,-0.0015957,0.5542,0.83238,-0.96961,1.3636,2.0852
1.0211,2.9946,-0.017076,0.009618,6.2238,0.83043,0.010193,-0.00112,0.10926,-0.0001592,0.01055,-0.00041464,0.55442,0.83224,-0.84965,1.363,2.0856
1.0176,2.9954,-0.0055588,0.010499,6.2355,0.87681,-0.0091713,-0.0029303,0.18912,-0.00011172,-0.008503,-0.0017685,0.55447,0.8322,-0.71075,1.3625,2.0861
1.0255,3.0153,-0.00012339,0.014316,6.28,0.92426,-0.013812,-0.16652,0.22956,-0.00061512,-0.012715,-0.0038095,0.55405,0.83248,-0.56862,1.3624,2.0867
1.034,3.0437,0.002967,0.016534,6.3439,0.98124,-0.0042714,-0.099692,-0.10124,-0.0011175,-0.0049184,-0.0052427,0.55363,0.83275,-0.39681,1.3624,2.0876
1.0392,3.0491,0.018165,0.014184,6.3593,1.0156,-0.026363,-0.00050377,0.48433,-0.001616,-0.024112,-0.0073196,0.55321,0.83301,-0.29228,1.3627,2.0881
1.0634,3.0909,0.037644,0.01519,6.4589,1.0347,-0.053768,-0.088576,0.97363,-0.0023247,-0.050058,-0.015095,0.55252,0.83336,-0.23402,1.3632,2.0884
1.1792,3.2478,0.16146,0.027222,6.9718,1.0708,0.071479,-0.26902,2.3704,-0.0018224,0.077874,-0.033312,0.55233,0.83296,-0.12243,1.3665,2.0891
1.3028,3.4133,0.30665,0.030607,7.5555,1.0942,0.086365,-0.08194,3.4391,0.00037176,0.1094,-0.057837,0.55247,0.83153,-0.046417,1.3717,2.0898
1.478,3.6333,0.52252,0.030495,8.4063,1.1173,0.13962,0.017894,5.6596,0.0037999,0.18776,-0.090538,0.55137,0.82934,0.032133,1.3806,2.0905
1.8025,3.9643,0.94113,0.034041,10.005,1.1443,0.13559,-0.055768,8.3017,0.008884,0.1884,-0.13547,0.54697,0.82612,0.1296,1.3991,2.0913
2.1317,4.2598,1.367,0.045375,11.63,1.1654,0.018362,-0.23834,9.3104,0.011274,0.039087,-0.18106,0.53636,0.82434,0.21203,1.4222,2.0921
2.4713,4.5558,1.8095,0.068548,13.302,1.1892,-0.13825,-0.59673,8.8466,0.0090623,-0.22503,-0.21602,0.52196,0.82516,0.3121,1.4584,2.0933
2.6689,4.7399,2.078,0.087796,14.292,1.209,-0.25331,-0.6292,7.1569,0.0032224,-0.36317,-0.23464,0.50908,0.82812,0.40185,1.4961,2.0949
2.6755,4.7835,2.141,0.099996,14.384,1.2194,-0.20684,-0.69246,5.0243,-0.00060621,-0.37575,-0.24222,0.50227,0.83009,0.45089,1.5178,2.0958
2.6739,4.8295,2.2001,0.11245,14.446,1.231,-0.087518,-0.59652,2.6314,-0.0043528,-0.27113,-0.24629,0.49702,0.83206,0.5062,1.5428,2.0971
2.6974,4.8852,2.2809,0.12503,14.616,1.2403,0.046187,-0.58245,2.3675,-0.0063283,-0.14962,-0.25146,0.49282,0.83301,0.55146,1.5636,2.0982
2.7646,4.9587,2.4381,0.12178,15.088,1.2566,0.18997,-0.064732,0.36157,-0.0063265,0.14984,-0.25937,0.48904,0.83281,0.63054,1.6013,2.1001
2.7938,5.002,2.5224,0.12041,15.313,1.2653,0.23225,0.024512,-3.195,-0.0050261,0.1497,-0.26532,0.4873,0.83195,0.67344,1.6228,2.1012
2.7723,5.0097,2.5341,0.11849,15.273,1.2721,0.12098,0.087977,1.4765,-0.0039113,0.17879,-0.26539,0.4883,0.83134,0.70737,1.64,2.102
2.6858,4.964,2.4598,0.11439,14.913,1.2805,0.15277,0.14547,1.3207,-0.002185,0.22869,-0.2619,0.49164,0.83048,0.74991,1.6612,2.103
2.5862,4.8983,2.3189,0.11347,14.422,1.2893,0.15437,0.026422,-2.4116,-0.00073887,0.10032,-0.25472,0.49646,0.82985,0.79369,1.6826,2.104
2.5063,4.8464,2.1859,0.11481,14.006,1.2975,0.13827,-0.04684,-2.6584,-0.00012482,0.049368,-0.24411,0.50191,0.82976,0.83406,1.7012,2.1049
2.4087,4.8052,2.0003,0.12222,13.486,1.3177,0.11183,-0.23016,-3.9793,-0.00041985,-0.078626,-0.23126,0.50717,0.83024,0.93249,1.7437,2.1074
2.2548,4.7207,1.7653,0.14133,12.731,1.3724,0.075495,-0.13861,-5.6197,-0.0062763,-0.13537,-0.21633,0.50782,0.83386,1.1976,1.848,2.1149
2.1299,4.6114,1.6205,0.13512,12.165,1.3962,0.012161,-0.056137,-5.4854,-0.0097661,-0.15871,-0.2023,0.5098,0.83617,1.31,1.8888,2.1183
1.9894,4.4149,1.385,0.12976,11.373,1.426,0.089238,-0.0093079,-4.5126,-0.012793,-0.044176,-0.18202,0.51378,0.83839,1.4483,1.935,2.1223
1.7795,4.126,1.0526,0.11932,10.223,1.4957,0.082454,0.011483,-4.295,-0.015643,-0.037606,-0.15486,0.51886,0.84072,1.7589,2.0217,2.1315
1.5882,3.8425,0.77746,0.096308,9.2064,1.5767,0.014687,0.023084,-3.2291,-0.019611,-0.060334,-0.1255,0.52204,0.84363,2.0954,2.0979,2.1406
1.3835,3.4788,0.49213,0.065465,8.0577,1.6738,-0.018625,0.13883,-2.6604,-0.024898,-0.048556,-0.095356,0.5228,0.84711,2.4704,2.1636,2.1489
1.2675,3.2564,0.36051,0.044297,7.4187,1.7822,0.0074295,0.1467,-1.7095,-0.027506,0.00041447,-0.067559,0.52415,0.84894,2.8481,2.2116,2.155
1.1314,2.9817,0.21325,0.013652,6.659,1.9151,-0.034235,0.29625,-1.7403,-0.028872,-0.020963,-0.040125,0.52538,0.84992,3.2817,2.25,2.1594
0.99906,2.695,0.10271,-0.042158,5.9221,2.0926,-0.035907,0.54128,-1.5246,-0.029972,0.0085635,-0.0069898,0.52626,0.8503,3.8114,2.2797,2.1566
0.89871,2.4627,0.031896,-0.093072,5.3476,2.2892,-0.027296,0.5436,-1.0354,-0.027275,0.018861,0.027654,0.52933,0.84796,4.3415,2.2915,2.1424
0.79674,2.2128,-0.026503,-0.15301,4.7511,2.5501,-0.01835,0.45406,-0.56331,-0.022842,0.015125,0.055197,0.53316,0.84421,4.9835,2.2922,2.1084
0.80715,2.2348,-0.015061,-0.14291,4.8119,2.8399,0.090362,-0.3845,-0.16772,-0.005656,0.10346,0.055104,0.54762,0.83491,5.6248,2.284,2.0631
0.85923,2.3572,0.022524,-0.10443,5.1157,3.1922,0.067272,-0.45776,0.052958,0.023219,0.06049,0.034468,0.57153,0.81986,6.4124,2.2853,2.0206
0.87805,2.4049,0.034408,-0.087768,5.2268,3.3715,0.05918,-0.4488,0.021418,0.0333,0.051938,0.019521,0.5796,0.81467,6.8352,2.2906,2.0037
0.90839,2.4908,0.050734,-0.05588,5.4109,3.7896,0.042808,-0.42331,-0.13399,0.051931,0.037175,0.0063432,0.59446,0.8041,7.841,2.3081,1.9742
0.92956,2.5537,0.062892,-0.029814,5.5421,4.1935,0.031872,-0.36414,-0.23484,0.064613,0.025636,-0.0049244,0.60436,0.7967,8.8469,2.3313,1.9577
0.93189,2.5695,0.062676,-0.0091433,5.5631,4.7017,0.024588,-0.25176,-0.168,0.075965,0.019039,-0.011841,0.61319,0.78984,10.145,2.3632,1.9479
0.93176,2.5765,0.060433,0.0046745,5.5677,5.2068,0.018942,-0.15773,-0.11781,0.084568,0.015024,-0.015244,0.61988,0.78454,11.443,2.3942,1.9478
0.93217,2.5807,0.060363,0.0042483,5.5728,5.8608,0.01777,-0.15971,-0.11773,0.094005,0.013837,-0.015411,0.62726,0.77866,13.128,2.4336,1.9507
1.0042,2.959,0.00073936,0.0022662,6.1596,0,-0.0022343,-0.020163,0.0064364,0,-0.0022344,-0.001203,0.33728,0.9414,-3.5575,1.5505,2.0959
1.0088,2.978,-0.0019341,0.0057019,6.1962,0.19176,0.0025322,-0.021504,-0.014388,2.7252e-05,0.0025186,-0.001203,0.3373,0.94139,-2.9901,1.5504,2.0966
1.0047,2.9584,0.0025234,0.0030698,6.1596,0.35627,0.0045752,-0.0068711,-0.011708,0.00060925,0.0045572,-0.0012033,0.33785,0.9412,-2.5002,1.5504,2.0973
1.0032,2.9511,0.0044502,0.0020849,6.1458,0.4382,-0.0048689,-0.019769,0.024004,0.00059596,-0.0048817,-0.0013452,0.33784,0.9412,-2.2578,1.5508,2.0975
1.0126,2.9852,-0.0037198,0.0070943,6.2105,0.58295,-0.0061274,-0.061822,0.023103,-0.0001913,-0.0059954,-0.0019276,0.3371,0.94147,-1.8306,1.5508,2.0982
1.0103,2.9762,0.0026237,0.0092189,6.2001,0.7275,0.0042815,-0.032778,-0.046466,-0.00032766,0.0041086,-0.0031118,0.33697,0.94151,-1.3991,1.5503,2.0995
1.01,2.9728,0.0067488,0.0091349,6.1952,0.85507,-0.0020359,-0.021683,-0.045432,-0.0002075,-0.0022247,-0.0032951,0.33708,0.94147,-1.0194,1.5514,2.1006
1.0089,2.9622,-0.0069461,0.0091972,6.1705,0.9693,0.015635,0.044127,-0.0034874,0.00055191,0.015521,-0.0027831,0.3378,0.94122,-0.67986,1.5512,2.1017
1.0188,2.9894,-0.0061132,0.014918,6.2232,1.0375,0.010528,-0.12029,0.19771,0.0014829,0.01176,-0.0032451,0.33867,0.9409,-0.47769,1.5507,2.1025
1.0135,2.9888,-0.0061852,0.011837,6.2191,1.0869,-0.01715,0.06383,0.1978,0.001366,-0.016498,-0.0040303,0.33856,0.94093,-0.33019,1.5504,2.1032
1.0307,3.0293,0.0094366,0.017192,6.3083,1.1333,0.047189,-0.08275,0.38932,0.0021237,0.04914,-0.0060988,0.33927,0.94067,-0.19142,1.5504,2.1038
1.0561,3.0887,0.032134,0.018739,6.4382,1.1629,0.036654,-0.14722,0.62228,0.0034241,0.038895,-0.0091281,0.34048,0.94021,-0.10193,1.551,2.1043
1.0812,3.1456,0.057098,0.019724,6.5676,1.1835,0.04573,-0.23382,1.085,0.0043221,0.048281,-0.012892,0.34127,0.93988,-0.038301,1.5519,2.1047
1.1408,3.2435,0.13112,0.021032,6.8653,1.203,0.032545,-0.22799,4.349,0.005295,0.051487,-0.019893,0.34197,0.9395,0.023037,1.5536,2.1051
1.2208,3.3554,0.22842,0.022757,7.2559,1.2182,0.049976,-0.24082,5.3942,0.0062194,0.070003,-0.032232,0.34212,0.9391,0.072365,1.5562,2.1054
1.4146,3.6132,0.45362,0.028847,8.1971,1.2432,0.0085243,-0.20049,6.9365,0.007576,0.038431,-0.050174,0.34161,0.9385,0.15611,1.5643,2.1061
1.6221,3.8694,0.68921,0.036279,9.1788,1.2626,-0.082682,-0.22892,7.1859,0.007413,-0.055211,-0.070349,0.33836,0.93838,0.22603,1.575,2.1067
1.8902,4.1908,1.0041,0.052638,10.45,1.2844,-0.15529,-0.4591,7.6465,0.0050178,-0.16457,-0.090523,0.33184,0.93898,0.30986,1.5925,2.1076
2.1371,4.4619,1.31,0.066306,11.617,1.3024,-0.20518,-0.55353,7.5154,0.0013341,-0.24562,-0.11014,0.32302,0.93996,0.38463,1.6125,2.1086
2.3837,4.6782,1.6906,0.087839,12.867,1.3203,-0.14913,-0.79773,9.4837,-0.0030504,-0.24388,-0.1292,0.31245,0.94111,0.46381,1.6384,2.1099
2.52,4.7857,1.9556,0.11438,13.626,1.3357,-0.17608,-0.73003,8.8335,-0.0067954,-0.24365,-0.14464,0.3028,0.94202,0.53509,1.6659,2.1115
2.607,4.8577,2.1628,0.115,14.232,1.3576,0.055708,-0.17675,6.5185,-0.0081521,0.11995,-0.15206,0.29833,0.94227,0.63933,1.7105,2.114
2.5264,4.852,2.1495,0.10837,13.985,1.3771,0.14921,0.0525,3.2604,-0.0047906,0.22422,-0.15463,0.30065,0.94112,0.7343,1.7526,2.1162
2.5147,4.8653,2.158,0.10726,13.969,1.3843,0.17958,-0.039217,0.16321,-0.0034517,0.15152,-0.15424,0.3022,0.94068,0.76886,1.768,2.1169
2.4906,4.8648,2.1082,0.11009,13.843,1.3917,0.16603,-0.10973,-0.077285,-0.0024866,0.10708,-0.15302,0.30372,0.94039,0.80525,1.7839,2.1177
2.5191,4.9503,2.1119,0.12049,13.987,1.4104,0.13352,-0.29477,-0.68761,-0.0015652,-0.0082464,-0.15294,0.3047,0.94009,0.89614,1.8228,2.1199
2.5302,5.0011,2.118,0.133,14.056,1.4254,0.13219,-0.40587,-2.7589,-0.0024119,-0.10408,-0.15337,0.30365,0.94036,0.97081,1.8545,2.1218
2.3176,4.8632,1.8519,0.14599,13.088,1.4779,0.00071482,-0.1855,-2.231,-0.0084957,-0.12789,-0.14581,0.30052,0.94257,1.2339,1.9637,2.1295
2.2074,4.7486,1.6879,0.14578,12.53,1.5001,0.10127,-0.10166,-3.3716,-0.010316,-0.036141,-0.13467,0.30281,0.94349,1.3423,2.0035,2.1328
2.0312,4.5447,1.4261,0.14005,11.611,1.5641,0.086835,0.049183,-4.6526,-0.012727,-0.039207,-0.12229,0.30446,0.94464,1.6484,2.1049,2.1423
1.7937,4.2436,1.0744,0.1134,10.4,1.6365,-0.0046336,0.0054251,-3.6465,-0.017681,-0.097591,-0.10553,0.30436,0.94669,1.9801,2.1999,2.1519
1.6625,4.016,0.88513,0.094811,9.6606,1.6932,0.096041,0.073783,-3.3502,-0.019526,0.032422,-0.087286,0.3069,0.94773,2.2212,2.2573,2.158
1.4744,3.6845,0.62183,0.067046,8.6027,1.7905,-0.011724,0.12103,-2.8318,-0.020003,-0.042224,-0.069576,0.3098,0.94825,2.6144,2.332,2.1662
1.3123,3.3771,0.4214,0.039005,7.6995,1.9116,-0.053481,0.18291,-2.325,-0.026015,-0.057064,-0.053722,0.30644,0.95037,3.0618,2.3988,2.173
1.2813,3.3177,0.38287,0.033138,7.5262,1.9345,-0.056985,0.21628,-1.8847,-0.027251,-0.050513,-0.040062,0.30689,0.9509,3.1395,2.408,2.1738
1.143,3.0322,0.24568,-0.013354,6.7606,2.0934,-0.04276,0.39101,-1.674,-0.031557,-0.0036948,-0.019397,0.30473,0.95224,3.6674,2.4607,2.1753
1.0073,2.7374,0.11837,-0.060236,5.9936,2.2678,-0.028754,0.48979,-1.187,-0.030264,0.018522,0.0095991,0.30764,0.95145,4.1969,2.4919,2.1686
0.87222,2.4091,0.025741,-0.12205,5.2019,2.5024,-0.033357,0.52328,-0.7428,-0.026935,0.0098528,0.042036,0.3117,0.94925,4.8391,2.5099,2.1457
0.81754,2.2738,-0.011208,-0.14122,4.8811,2.7689,-0.019844,0.26094,-0.25733,-0.026307,-0.0051383,0.058209,0.31217,0.94824,5.4809,2.5083,2.1063
0.82796,2.2976,-0.0039214,-0.12922,4.9423,2.96,0.05207,-0.31053,-0.11761,-0.021148,0.059121,0.051688,0.31708,0.94699,5.9155,2.5068,2.0805
0.85873,2.3726,0.016419,-0.10089,5.1239,3.3028,0.063266,-0.47603,0.064461,-0.0012167,0.057177,0.036751,0.33587,0.94119,6.7033,2.5086,2.0415
0.9046,2.4949,0.052244,-0.067011,5.3988,3.7265,0.046382,-0.45312,-0.091341,0.01923,0.039325,0.018122,0.3548,0.93477,7.709,2.5227,2.0068
0.94068,2.5943,0.080478,-0.037058,5.6178,4.1296,0.033735,-0.40239,-0.24621,0.032146,0.024754,0.0034841,0.36646,0.93043,8.7147,2.5501,1.9868
0.93833,2.6009,0.070701,-0.014857,5.6134,4.6298,0.022242,-0.28275,-0.18098,0.042233,0.015583,-0.0047268,0.37558,0.92678,10.012,2.588,1.9739
0.93377,2.5991,0.059976,0.0022791,5.5937,5.1288,0.012525,-0.16944,-0.11657,0.048244,0.0085103,-0.008626,0.38105,0.92451,11.31,2.6202,1.9716
0.93423,2.6034,0.059992,0.0019569,5.5989,5.7771,0.011305,-0.17132,-0.11658,0.053358,0.0072681,-0.0087341,0.38577,0.92255,12.995,2.659,1.973
1.0021,2.95,0.0019333,0.00058513,6.1424,0,0.0020783,-0.0042903,-0.0055158,0,0.0020744,0.00064765,-0.80349,-0.59532,-3.7998,1.7381,2.1112
1.0039,2.9577,0.00093007,0.001967,6.1571,0.091933,-0.0024226,-0.020027,0.0064324,-1.6099e-05,-0.0024246,0.00064766,-0.80348,-0.59533,-3.5286,1.7382,2.1113
1.0085,2.9764,-0.0017571,0.0054827,6.1933,0.28378,-0.0024584,-0.031517,0.0072863,-0.00048142,-0.0024264,0.00079896,-0.8032,-0.59571,-2.9612,1.7382,2.1121
1.0047,2.9585,0.0027652,0.0031348,6.1597,0.47442,0.0036038,-0.0078945,-0.013201,-0.00037123,0.0035824,0.0012606,-0.80327,-0.59562,-2.3937,1.7382,2.1129
1.0031,2.9514,0.0049286,0.0022048,6.1463,0.54343,0.0052852,-0.0069008,-0.020628,-6.6173e-05,0.0052582,0.0015008,-0.80345,-0.59537,-2.1896,1.7385,2.1131
1.01,2.9755,-0.0010206,0.0059745,6.1925,0.66179,-0.0074471,-0.052347,0.034545,-0.00019054,-0.0073598,0.00092153,-0.80338,-0.59547,-1.8403,1.7387,2.1136
1.0143,2.9886,-0.0037095,0.0098006,6.2207,0.80777,0.0054112,-0.051245,-0.015026,-0.00033172,0.0054255,0.001601,-0.80329,-0.59558,-1.4059,1.7381,2.1148
1.0112,2.9803,0.0093708,0.0093067,6.21,0.93518,-0.0016157,-0.044342,-0.037907,-0.00010544,-0.0018735,0.0038147,-0.80342,-0.59539,-1.0251,1.7385,2.116
1.0118,2.9837,0.011214,0.0089106,6.2184,0.98399,-0.0049877,-0.048282,-0.11038,-0.00028539,-0.0054987,0.0044086,-0.80332,-0.59554,-0.87962,1.739,2.1165
1.0116,2.9782,0.0049447,0.0096365,6.2064,1.0412,0.007104,-0.037857,-0.12472,-0.0002528,0.0066375,0.0033013,-0.80334,-0.59551,-0.7089,1.7395,2.117
