"Density","Momentum:0","Momentum:1","Momentum:2","StagnationEnergy","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
1.0083,2.9683,0.0041088,0.0065495,6.1811,1.1802,-0.0062823,-0.049472,0.020857,0.0010405,-0.0063047,-0.0024755,0.76156,0.64809,-1.2719,2.4902,2.1772
1.0118,2.9783,-0.00029536,0.0089766,6.1999,1.272,-0.0081279,-0.058982,0.022727,0.0003814,-0.0080535,-0.0020147,0.76113,0.64859,-0.99938,2.4904,2.1779
1.014,2.9846,-0.0020801,0.010552,6.2128,1.3587,-0.0034661,-0.053023,0.030324,-0.00011188,-0.0033219,-0.0016928,0.76081,0.64897,-0.74108,2.4903,2.1787
1.0138,2.9828,-0.0027268,0.011203,6.2087,1.4334,0.0064474,-0.042343,0.040636,1.1902e-05,0.0066387,-0.0019574,0.76089,0.64887,-0.5183,2.49,2.1795
1.0149,2.9854,0.0022776,0.011819,6.2206,1.4795,0.0091439,-0.038294,-0.023222,0.00037313,0.0090227,-0.0023963,0.76113,0.6486,-0.38071,2.49,2.1801
1.0153,2.9866,0.0017386,0.012572,6.2221,1.597,0.00076593,-0.028405,-0.074823,0.000929,0.00043443,-0.0022724,0.76149,0.64818,-0.029757,2.4899,2.1815
1.0251,3.0167,-0.0017138,0.014193,6.2754,1.7093,-0.012593,-0.13072,0.45295,0.00037032,-0.010388,-0.0043292,0.76113,0.64859,0.30551,2.4896,2.183
1.0334,3.029,0.019751,0.018427,6.3206,1.7447,-0.00692,-0.021746,0.23663,8.6668e-05,-0.005622,-0.0076039,0.76093,0.64879,0.4124,2.4899,2.1836
1.0444,3.0598,0.022061,0.015839,6.3821,1.7726,0.0012736,-0.14424,0.92959,7.8635e-05,0.0050456,-0.021445,0.76074,0.64871,0.49683,2.4905,2.1841
1.2613,3.4298,0.27545,0.037942,7.4649,1.8777,-0.011298,-0.21795,3.4274,0.00082118,0.0090833,-0.059405,0.7595,0.64779,0.81815,2.5026,2.1869
1.3942,3.6442,0.44164,0.050059,8.1393,1.9136,-0.051002,-0.33767,4.114,0.00035369,-0.03515,-0.11069,0.75397,0.64751,0.94094,2.515,2.1884
1.7548,4.2209,0.89269,0.099878,9.9734,2.0026,-0.073704,-0.53878,4.5829,-0.0046603,-0.077472,-0.15865,0.74279,0.65045,1.2632,2.5686,2.1943
1.8438,4.3719,1.0155,0.11721,10.449,2.0284,-0.028003,-0.53607,3.7245,-0.0063215,-0.051284,-0.19599,0.73352,0.6508,1.3719,2.5929,2.197
2.0812,4.7846,1.3619,0.17334,11.788,2.1054,-0.062423,-0.53087,3.2141,-0.011884,-0.093319,-0.22478,0.72227,0.65407,1.7059,2.68,2.2077
2.106,4.8712,1.4337,0.18547,12.035,2.1851,-0.07495,-0.15879,0.76441,-0.019146,-0.088756,-0.23071,0.71563,0.65928,2.0862,2.7933,2.2224
1.9941,4.7555,1.2717,0.17371,11.517,2.2695,0.14081,0.01919,-1.2656,-0.01883,0.096263,-0.21363,0.72056,0.65966,2.4987,2.9079,2.2374
1.8624,4.5521,1.0977,0.12138,10.826,2.3664,-0.044539,0.22473,-2.0426,-0.016274,-0.043549,-0.1938,0.7273,0.65839,2.9616,3.0247,2.2524
1.7448,4.3597,0.9558,0.071707,10.218,2.4684,-0.15292,0.27776,-2.488,-0.025114,-0.12985,-0.17219,0.72632,0.66544,3.4267,3.1329,2.262
1.6517,4.1921,0.83626,0.046924,9.7143,2.5252,-0.041532,0.29187,-1.4507,-0.028789,0.00044436,-0.14584,0.72926,0.66851,3.6748,3.1849,2.2655
1.4486,3.7946,0.58599,0.0007677,8.5814,2.6617,-0.062158,0.31438,-1.6971,-0.0297,-0.013788,-0.11228,0.7344,0.66936,4.2498,3.2843,2.2687
1.2615,3.4007,0.38255,-0.055644,7.5264,2.8407,-0.10459,0.40705,-1.7666,-0.033594,-0.029708,-0.073547,0.73694,0.67195,4.9309,3.3761,2.2636
1.1271,3.0939,0.24696,-0.093226,6.7547,3.0415,-0.094722,0.28802,-1.4295,-0.039444,-0.028554,-0.034742,0.73667,0.67536,5.615,3.4403,2.247
0.96612,2.7071,0.089134,-0.12875,5.816,3.3109,-0.062054,0.19033,-1.1357,-0.043528,-0.0017709,-0.00067467,0.73591,0.67707,6.4492,3.4888,2.215
0.93056,2.625,0.058142,-0.1262,5.6132,3.6193,-0.052386,-0.011519,-0.5883,-0.047551,-0.024324,0.015818,0.73488,0.67801,7.2842,3.5089,2.1738
0.91595,2.5961,0.049354,-0.11238,5.5367,4.0164,-0.044217,-0.21266,-0.15206,-0.060649,-0.041631,0.016093,0.72593,0.68758,8.3269,3.5304,2.1261
0.91416,2.5933,0.048038,-0.10877,5.5282,4.097,-0.042714,-0.26446,-0.057973,-0.064145,-0.045134,0.012225,0.72345,0.69027,8.5362,3.5343,2.1172
0.94763,2.6906,0.058733,-0.065514,5.735,4.6084,-0.058669,-0.43132,-0.01203,-0.093012,-0.067755,0.0023073,0.703,0.71118,9.8628,3.5613,2.0732
0.97432,2.7684,0.064901,-0.027164,5.8992,5.0991,-0.070024,-0.27994,0.017362,-0.12846,-0.076732,-0.0060413,0.67715,0.73582,11.183,3.5915,2.052
0.97441,2.7727,0.061335,-0.029646,5.9035,5.714,-0.070371,-0.2804,0.017156,-0.17564,-0.076734,-0.0049545,0.6417,0.76694,12.885,3.6302,2.0346
1.0035,2.9584,0.00070709,0.0021808,6.1561,0,-0.00042392,-0.011526,0.0057334,0,-0.00042245,0.00085314,-0.7397,-0.67293,-5.0113,2.676,2.1881
1.0057,2.9647,0.00052375,0.0034807,6.1699,0.28253,0.0025926,-0.0047158,-0.0082059,0.00030508,0.0025821,0.00085291,-0.73991,-0.67271,-4.1755,2.6761,2.1891
1.0028,2.9536,0.0023204,0.0016052,6.1492,0.51975,0.002419,-0.012673,-0.0096153,0.00089647,0.0024038,0.00085325,-0.74031,-0.67227,-3.4722,2.6764,2.1897
1.004,2.9585,0.0013985,0.0026104,6.1586,0.69251,-0.0037579,-0.023926,0.015238,0.00077969,-0.0037558,0.00085288,-0.74023,-0.67236,-2.9619,2.6768,2.19
1.0082,2.9738,-0.002013,0.0054842,6.1879,0.89499,-0.0029013,-0.023623,0.015782,0.00011032,-0.0028562,0.00085294,-0.73978,-0.67285,-2.3629,2.6768,2.1908
1.0082,2.9722,-0.00033445,0.005674,6.1857,1.0177,0.0042039,-0.017981,-0.015037,0.00019135,0.0041772,0.0013583,-0.73983,-0.67279,-1.9981,2.6765,2.1915
1.0066,2.9648,0.0055402,0.0052731,6.174,1.1886,0.0060151,-0.029469,-0.015261,0.0010553,0.0059328,0.0023769,-0.74041,-0.67215,-1.4901,2.677,2.1924
1.0062,2.9627,0.0076244,0.0057032,6.1705,1.2719,0.0050199,-0.041819,-0.019243,0.0015054,0.0048752,0.0029179,-0.74071,-0.67182,-1.2432,2.6775,2.1929
1.011,2.9761,0.0017119,0.0092407,6.1957,1.4383,-0.0020168,-0.054353,0.020826,0.001746,-0.0019834,0.0027744,-0.74087,-0.67164,-0.75001,2.6784,2.1941
1.0139,2.9838,0.0036206,0.010736,6.216,1.5278,0.0045226,-0.050415,0.0073057,0.0018581,0.0044877,0.0027931,-0.74095,-0.67155,-0.48368,2.6785,2.195
1.0132,2.9825,-0.0017359,0.011078,6.2078,1.5768,-0.00050771,-0.042397,-0.039123,0.0019527,-0.00062834,0.0022242,-0.74101,-0.67149,-0.33738,2.6786,2.1956
1.0129,2.9816,-0.0044282,0.011338,6.2031,1.6089,-0.0011678,-0.04429,0.093337,0.0019307,-0.00074712,0.0021353,-0.741,-0.6715,-0.24173,2.6785,2.1959
1.0144,2.979,0.0065259,0.014238,6.2073,1.7383,0.0035201,-0.034076,0.1261,0.0021441,0.0040481,0.0030177,-0.74114,-0.67134,0.14389,2.6785,2.1975
1.0114,2.9804,-0.0088448,0.012114,6.196,1.7738,-0.0083793,0.0026697,-0.20127,0.0020525,-0.0092052,0.0023685,-0.74108,-0.67141,0.2497,2.6785,2.198
1.0165,2.9859,0.0035938,0.015051,6.2167,1.8036,-0.0013216,-0.098474,0.19738,0.0019088,-0.00044524,0.0034441,-0.74098,-0.67151,0.33847,2.6783,2.1984
1.0155,2.9848,0.0024057,0.01533,6.2138,1.8304,-0.0016912,0.0040278,-0.22163,0.0018649,-0.0028262,0.0037575,-0.74095,-0.67155,0.41862,2.6785,2.1988
1.0102,2.9802,-0.010798,0.013231,6.194,1.8524,0.012663,-0.030325,0.23522,0.0019856,0.013817,0.0058583,-0.74103,-0.67144,0.48416,2.6784,2.1991
1.0816,3.1312,0.072167,0.024864,6.5681,1.9724,0.016934,-0.11718,0.84706,0.0040728,0.020953,0.01875,-0.7423,-0.66981,0.84195,2.6809,2.2015
1.1245,3.2159,0.12128,0.028731,6.7865,1.9968,0.01048,-0.23316,1.2301,0.0044819,0.012667,0.051011,-0.74132,-0.66921,0.91813,2.6832,2.2021
1.5394,3.9225,0.59128,0.078269,8.846,2.109,-0.017436,-0.47136,3.4955,0.0041529,-0.018528,0.10947,-0.73554,-0.66858,1.2778,2.7147,2.2072
1.7209,4.2073,0.8445,0.11016,9.8223,2.1515,-0.023749,-0.57769,3.7047,0.0028695,-0.041859,0.16773,-0.72479,-0.66825,1.4438,2.744,2.211
1.966,4.623,1.208,0.16399,11.208,2.2395,-0.078417,-0.53043,3.1333,-0.0034755,-0.10237,0.20348,-0.71219,-0.67184,1.8112,2.8308,2.2226
1.9953,4.7273,1.2529,0.17901,11.444,2.3226,0.025822,-0.31612,0.81063,-0.0088206,-0.026339,0.21482,-0.70562,-0.67524,2.1942,2.9344,2.2369
1.9961,4.7805,1.2473,0.18991,11.509,2.4101,0.1316,0.010792,-1.2581,-0.0063997,0.081644,0.20882,-0.70888,-0.6737,2.6081,3.0438,2.2535
1.9447,4.7444,1.2032,0.12284,11.313,2.5067,-0.14116,0.30936,-2.0389,-0.0078617,-0.11191,0.19997,-0.71013,-0.67508,3.0707,3.1618,2.2689
1.925,4.7171,1.1822,0.10973,11.22,2.529,-0.071414,0.26639,-0.56084,-0.0093019,-0.017162,0.18439,-0.71298,-0.6765,3.1766,3.1886,2.2715
1.664,4.2347,0.83361,0.063746,9.7796,2.649,-0.052097,0.27879,-1.4116,-0.011418,-0.018116,0.15376,-0.71821,-0.67863,3.746,3.3152,2.2828
1.5038,3.9224,0.64433,0.013949,8.8932,2.7842,-0.09658,0.32253,-1.7096,-0.015956,-0.04902,0.1183,-0.72145,-0.68229,4.3205,3.4179,2.288
1.3198,3.5499,0.43992,-0.050444,7.8737,2.9571,-0.12779,0.38709,-1.7757,-0.024878,-0.05417,0.088066,-0.71971,-0.68867,5.0006,3.5167,2.2848
1.2858,3.4802,0.40251,-0.062668,7.6852,2.9939,-0.12976,0.32219,-1.6114,-0.027032,-0.063046,0.064521,-0.72106,-0.68986,5.1311,3.5323,2.2827
1.13,3.1109,0.24602,-0.099342,6.7799,3.2325,-0.0967,0.24299,-1.3409,-0.038677,-0.03454,0.032091,-0.71596,-0.6974,5.9631,3.6145,2.2622
0.98578,2.7688,0.10107,-0.12755,5.9419,3.5004,-0.067528,0.11805,-0.82495,-0.046674,-0.025171,-0.00016505,-0.7123,-0.70188,6.7974,3.6598,2.2285
0.94081,2.6663,0.065192,-0.12551,5.6908,3.8768,-0.059894,-0.085486,-0.38787,-0.059629,-0.043665,-0.015666,-0.70368,-0.71034,7.8397,3.6919,2.18
0.91885,2.6218,0.042512,-0.11074,5.5734,4.2678,-0.053791,-0.25286,-0.051031,-0.079051,-0.055679,-0.016538,-0.68975,-0.72386,8.8824,3.7112,2.1316
0.94898,2.7085,0.048611,-0.066067,5.7567,4.7737,-0.050521,-0.28285,-0.0044091,-0.10716,-0.055465,-0.0083521,-0.66897,-0.74324,10.209,3.734,2.0875
0.95859,2.736,0.049988,-0.051121,5.8149,4.9328,-0.068036,-0.35426,0.009273,-0.11752,-0.074657,-0.00144,-0.66111,-0.75028,10.64,3.7418,2.0782
0.9675,2.7633,0.049427,-0.038372,5.8704,5.4154,-0.07203,-0.282,0.017451,-0.15418,-0.077297,0.00032116,-0.63313,-0.77405,11.961,3.7659,2.0595
0.96852,2.7696,0.046598,-0.040236,5.88,6.0315,-0.072242,-0.28235,0.017165,-0.20178,-0.077222,-0.00070777,-0.59559,-0.80329,13.663,3.7955,2.0353
